experiment_id,run_id,event_id,participant_id,scenario,ground_truth_event,ground_truth_component,annotation_source,event_start_ts,event_end_ts,pi_online,pc_online,network_disconnect_injected,disconnect_duration_s,trigger_generated,trigger_id,trigger_reason,trigger_created_ts,queue_write_success,queue_recovered_after_restart,transmission_attempts,pc_received_ts,duplicate_trigger_count,guided_check_requested,guided_component,prompt_displayed_ts,repeat_prompt_ts,user_response_ts,no_response_level,guided_check_completed,guided_result_status,guided_result_reason,onset_status,urgency_state,completeness_state,final_state_ts,acknowledged,acknowledged_ts,external_alert_attempted,external_alert_delivery_state,alert_receipt_ts,target_speaker_verified,passive_s_changed_domains,actual_passive_b_fps,actual_passive_s_window_s,trigger_latency_ms,pi_to_pc_latency_ms,prompt_latency_ms,user_response_latency_ms,end_to_end_latency_ms,record_status,notes,source_row
exp_v2_improved,run_006,run_006-E007,P001,target_changed_speech,true,S,video_review,2026-09-01T14:13:30.000,2026-09-01T14:14:00.360,True,True,False,,True,run_006-T007,passive_s_acoustic_domain_change,2026-09-01T14:13:31.088,True,,1,2026-09-01T14:13:31.166,0,True,S,2026-09-01T14:13:31.874,,2026-09-01T14:13:35.909,none,True,positive,user_confirmed_symptom_onset,new,soon,complete,2026-09-01T14:13:38.016,True,2026-09-01T14:13:38.835,False,not_applicable,,True,pitch|jitter|shimmer|formant_f2,,10,,,,,,,Voice change detected within budget.,66
exp_v2_improved,run_006,run_006-E008,P001,background_tv_speech,false,S,script,2026-09-01T14:15:00.000,2026-09-01T14:17:00.054,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-09-01T14:17:00.054,False,,False,not_applicable,,,,,,,,,,,,TV audio correctly rejected.,67
exp_v2_improved,run_006,run_006-E009,P001,target_normal_speech,false,S,observer_log,2026-09-01T14:18:00.000,2026-09-01T14:19:00.380,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-09-01T14:19:00.380,False,,False,not_applicable,,,,,,,,,,,,Enrolled user speaking normally.,68
exp_v2_improved,run_006,run_006-E010,P001,target_changed_speech,true,S,video_review,2026-09-01T14:20:00.000,2026-09-01T14:20:30.283,True,True,False,,True,run_006-T010,passive_s_acoustic_domain_change,2026-09-01T14:20:00.437,True,,1,2026-09-01T14:20:00.720,0,True,S,2026-09-01T14:20:01.736,,2026-09-01T14:20:05.408,none,True,positive,user_confirmed_symptom_onset,new,soon,complete,2026-09-01T14:20:07.840,True,2026-09-01T14:20:09.703,False,not_applicable,,True,pitch|jitter|shimmer|formant_f2,,10,,,,,,,Voice change detected within budget.,69
exp_v2_improved,run_007,run_007-E001,P001,normal_sitting,false,B,observer_log,2026-09-04T15:30:30.000,2026-09-04T15:31:30.324,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-09-04T15:31:30.324,False,,False,not_applicable,,,,,,,,,,,,Baseline before stress scenarios.,70
exp_v2_improved,run_007,run_007-E002,P001,simulated_fall,true,B,video_review,2026-09-04T15:32:00.000,2026-09-04T15:32:30.216,True,True,False,,True,run_007-T002,passive_b_posture_change_low,2026-09-04T15:32:00.783,True,,1,2026-09-04T15:32:01.121,0,True,B,2026-09-04T15:32:01.652,,2026-09-04T15:32:06.758,none,True,positive,user_confirmed_symptom_onset,new,soon,complete,2026-09-04T15:32:08.994,True,2026-09-04T15:32:10.510,False,not_applicable,,,,15.5,,,,,,,,Fall detected; PC online; normal delivery.,71
exp_v2_improved,run_007,run_007-E003,P001,simulated_fall,true,B,video_review,2026-09-04T15:33:20.000,2026-09-04T15:44:20.353,True,False,True,670,True,run_007-T003,passive_b_posture_change_low,2026-09-04T15:33:21.278,True,,2,2026-09-04T15:44:30.000,0,True,B,2026-09-04T15:44:30.669,,2026-09-04T15:44:33.369,none,True,positive,user_confirmed_symptom_onset,new,soon,complete,2026-09-04T15:44:34.826,True,2026-09-04T15:44:37.490,False,not_applicable,,,,15.8,,,,,,,,"Fall detected; PC disconnect injected immediately; trigger persisted 670 s in queue, delivered after reconnect at offset 870s. | E03 pc_received_ts aligned to E04 reconnect boundary (15:44:30); queue persistence duration 668s.",72
exp_v2_improved,run_007,run_007-E004,P001,pc_reconnected,not_applicable,none,operator,2026-09-04T15:44:30.000,2026-09-04T15:45:30.183,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-09-04T15:45:30.183,False,,False,not_applicable,,,,,,,,,,,,Network restored; queued trigger from E03 delivered. Status record: earlier queued trigger delivered at 15:44:30; no new trigger generated.,73
exp_v2_improved,run_007,run_007-E005,P001,pi_restart,not_applicable,none,system_log,2026-09-04T15:46:00.000,2026-09-04T15:46:30.107,False,True,False,,False,,,,,True,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-09-04T15:46:30.107,False,,False,not_applicable,,,,,,,,,,,,Pi service restarted with unresolved queue entry; recovery verified. Pi service restarted; one queued trigger recovered from WAL and re-queued for transmission.,74
exp_v2_improved,run_007,run_007-E006,P001,simulated_fall,true,B,video_review,2026-09-04T15:47:00.000,2026-09-04T15:47:30.349,True,True,False,,True,run_007-T006,passive_b_posture_change_low,2026-09-04T15:47:01.045,True,,1,2026-09-04T15:47:02.005,0,True,B,2026-09-04T15:47:02.748,,2026-09-04T15:47:09.393,none,True,positive,user_confirmed_symptom_onset,new,soon,complete,2026-09-04T15:47:13.137,True,2026-09-04T15:47:14.700,False,not_applicable,,,,15.7,,,,,,,,Fall detected immediately after restart; pipeline healthy.,75
exp_v2_improved,run_007,run_007-E007,P001,user_no_response,not_applicable,none,operator,2026-09-04T15:48:20.000,2026-09-04T15:51:20.090,True,True,False,,True,run_007-T007,passive_b_posture_change_low,2026-09-04T15:48:21.111,True,,1,2026-09-04T15:48:21.612,0,True,B,2026-09-04T15:48:22.652,2026-09-04T15:48:52.652,,escalation,False,insufficient,user_no_response_within_120s,unknown,immediate,partial,2026-09-04T15:50:22.652,False,,False,not_configured,,,,15.5,,,,,,,,"Manual scheduled guided check; user absent; 30 s repeat prompt, 120 s external escalation.",76
exp_v2_improved,run_007,run_007-E008,P001,guided_B_E_F_A_S,not_applicable,B/E/F/A/S,operator,2026-09-04T15:51:40.000,2026-09-04T15:52:40.081,True,True,False,,True,run_007-T008,passive_b_posture_change_low,2026-09-04T15:51:41.286,True,,1,2026-09-04T15:51:41.794,0,True,B,2026-09-04T15:51:42.717,,2026-09-04T15:51:49.651,none,True,negative,user_reported_no_symptom,not_applicable,routine,complete,2026-09-04T15:51:52.075,True,2026-09-04T15:51:54.110,False,not_applicable,,,,15.9,,,,,,,,Operator-initiated guided check sub-component B (trunk orientation); completed.,77
exp_v2_improved,run_007,run_007-E009,P001,guided_B_E_F_A_S,not_applicable,B/E/F/A/S,operator,2026-09-04T15:52:40.000,2026-09-04T15:53:40.168,True,True,False,,True,run_007-T009,manual_guided_check,2026-09-04T15:52:41.046,True,,1,2026-09-04T15:52:41.747,0,True,E,2026-09-04T15:52:42.563,,2026-09-04T15:52:50.014,none,True,negative,user_reported_no_symptom,not_applicable,routine,complete,2026-09-04T15:52:51.704,True,2026-09-04T15:52:53.370,False,not_applicable,,,,,,,,,,,,Operator-initiated guided check sub-component E (binocular symmetry); completed.,78
exp_v2_improved,run_007,run_007-E010,P001,guided_B_E_F_A_S,not_applicable,B/E/F/A/S,operator,2026-09-04T15:53:40.000,2026-09-04T15:54:40.133,True,True,False,,True,run_007-T010,manual_guided_check,2026-09-04T15:53:40.499,True,,1,2026-09-04T15:53:41.137,0,True,F,2026-09-04T15:53:41.995,,2026-09-04T15:53:48.330,none,True,negative,user_reported_no_symptom,not_applicable,routine,complete,2026-09-04T15:53:51.066,True,2026-09-04T15:53:52.660,False,not_applicable,,,,,,,,,,,,Operator-initiated guided check sub-component F (mouth corner); completed.,79
exp_v2_improved,run_007,run_007-E011,P001,guided_B_E_F_A_S,not_applicable,B/E/F/A/S,operator,2026-09-04T15:54:40.000,2026-09-04T15:55:40.295,True,True,False,,True,run_007-T011,manual_guided_check,2026-09-04T15:54:41.213,True,,1,2026-09-04T15:54:41.854,0,True,A,2026-09-04T15:54:42.958,,2026-09-04T15:54:49.302,none,True,negative,user_reported_no_symptom,not_applicable,routine,complete,2026-09-04T15:54:51.137,True,2026-09-04T15:54:52.422,False,not_applicable,,,,,,,,,,,,Operator-initiated guided check sub-component A (shoulder level); completed.,80
exp_v2_improved,run_007,run_007-E012,P001,guided_B_E_F_A_S,not_applicable,B/E/F/A/S,operator,2026-09-04T15:55:40.000,2026-09-04T15:56:40.169,True,True,False,,True,run_007-T012,passive_s_acoustic_domain_change,2026-09-04T15:55:40.475,True,,1,2026-09-04T15:55:40.858,0,True,S,2026-09-04T15:55:41.660,,2026-09-04T15:55:45.996,none,True,negative,user_reported_no_symptom,not_applicable,routine,complete,2026-09-04T15:55:48.958,True,2026-09-04T15:55:50.078,False,not_applicable,,False,,,10,,,,,,,Operator-initiated guided check sub-component S (voice change); completed.,81
exp_v2_improved,run_008,run_008-E001,P001,empty_room,false,none,sensor_reference,2026-09-05T08:01:00.000,2026-09-05T08:31:00.340,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-09-05T08:31:00.340,False,,False,not_applicable,,,,,,,,,,,,08:00–08:30 unattended empty-room baseline.,82
exp_v2_improved,run_008,run_008-E002,P001,normal_sitting,false,B,observer_log,2026-09-05T08:31:00.000,2026-09-05T09:31:00.194,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-09-05T09:31:00.194,False,,False,not_applicable,,,,,,,,,,,,08:31–09:30 seated reading; long stable interval.,83
exp_v2_improved,run_008,run_008-E003,P001,normal_walking,false,B,observer_log,2026-09-05T09:31:00.000,2026-09-05T09:36:00.346,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-09-05T09:36:00.346,False,,False,not_applicable,,,,,,,,,,,,09:31–09:35 walking through room.,84
exp_v2_improved,run_008,run_008-E004,P001,normal_bending,false,B,observer_log,2026-09-05T09:36:00.000,2026-09-05T09:39:00.383,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-09-05T09:39:00.383,False,,False,not_applicable,,,,,,,,,,,,09:36–09:38 bending (picking up items).,85
exp_v2_improved,run_008,run_008-E005,P001,normal_sitting,false,B,observer_log,2026-09-05T09:39:00.000,2026-09-05T10:09:00.089,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-09-05T10:09:00.089,False,,False,not_applicable,,,,,,,,,,,,09:39–10:08 seated interval.,86
exp_v2_improved,run_008,run_008-E006,P001,simulated_fall,true,B,video_review,2026-09-05T10:09:00.000,2026-09-05T10:10:00.315,True,True,False,,True,run_008-T006,passive_b_posture_change_low,2026-09-05T10:09:01.187,True,,1,2026-09-05T10:09:01.505,0,True,B,2026-09-05T10:09:02.394,,2026-09-05T10:09:07.880,none,True,positive,user_confirmed_symptom_onset,new,soon,complete,2026-09-05T10:09:09.976,True,2026-09-05T10:09:11.358,False,not_applicable,,,,15.7,,,,,,,,10:09 scripted fall; detected within budget; user acknowledged.,87
exp_v2_improved,run_008,run_008-E007,P001,target_normal_speech,false,S,observer_log,2026-09-05T10:10:00.000,2026-09-05T10:15:00.261,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-09-05T10:15:00.261,False,,False,not_applicable,,,,,,,,,,,,10:10–10:15 enrolled user speaking on phone.,88
exp_v2_improved,run_008,run_008-E008,P001,quiet_standing,false,B,observer_log,2026-09-05T10:15:00.000,2026-09-05T10:25:00.242,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-09-05T10:25:00.242,False,,False,not_applicable,,,,,,,,,,,,10:15–10:25 standing at kitchen counter.,89
exp_v2_improved,run_008,run_008-E009,P001,normal_sitting,false,B,observer_log,2026-09-05T10:25:00.000,2026-09-05T11:55:00.376,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-09-05T11:55:00.376,False,,False,not_applicable,,,,,,,,,,,,10:25–11:55 long seated work session; stable.,90
exp_v2_improved,run_008,run_008-E010,P001,background_tv_speech,false,S,script,2026-09-05T11:55:00.000,2026-09-05T12:55:00.086,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-09-05T12:55:00.086,False,,False,not_applicable,,,,,,,,,,,,11:55–12:55 TV news in background; correctly rejected.,91
exp_v2_improved,run_008,run_008-E011,P001,normal_sitting,false,B,observer_log,2026-09-05T12:55:00.000,2026-09-05T13:25:00.337,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-09-05T13:25:00.337,False,,False,not_applicable,,,,,,,,,,,,12:55–13:25 seated lunch.,92
exp_v2_improved,run_008,run_008-E012,P001,simulated_fall,true,B,video_review,2026-09-05T13:25:00.000,2026-09-05T13:26:00.043,True,True,False,,True,run_008-T012,passive_b_posture_change_low,2026-09-05T13:25:00.891,True,,1,2026-09-05T13:25:01.777,0,True,B,2026-09-05T13:25:02.191,,2026-09-05T13:25:07.720,none,True,positive,user_confirmed_symptom_onset,new,soon,complete,2026-09-05T13:25:10.483,True,2026-09-05T13:25:11.270,False,not_applicable,,,,16,,,,,,,,13:25 scripted fall; detected; user acknowledged as test.,93
exp_v2_improved,run_008,run_008-E013,P001,normal_sitting,false,B,observer_log,2026-09-05T13:26:00.000,2026-09-05T14:26:00.393,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-09-05T14:26:00.393,False,,False,not_applicable,,,,,,,,,,,,13:26–14:25 seated interval.,94
exp_v2_improved,run_008,run_008-E014,P001,pi_restart,not_applicable,none,system_log,2026-09-05T14:26:00.000,2026-09-05T14:27:00.037,False,True,False,,False,,,,,True,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-09-05T14:27:00.037,False,,False,not_applicable,,,,,,,,,,,,14:26 watchdog-initiated Pi service restart (firmware self-test); queue recovered from WAL. Run-hour 6.43. Pi service restarted; one queued trigger recovered from WAL and re-queued for transmission.,95
exp_v2_improved,run_008,run_008-E015,P001,simulated_fall,true,B,video_review,2026-09-05T14:27:00.000,2026-09-05T14:28:00.233,True,True,False,,True,run_008-T015,passive_b_posture_change_low,2026-09-05T14:27:00.491,True,,1,2026-09-05T14:27:00.959,0,True,B,2026-09-05T14:27:01.328,,2026-09-05T14:27:04.599,none,True,positive,user_confirmed_symptom_onset,new,soon,complete,2026-09-05T14:27:06.378,True,2026-09-05T14:27:09.075,False,not_applicable,,,,15.7,,,,,,,,14:27 scripted fall immediately after restart; pipeline healthy.,96
exp_v2_improved,run_008,run_008-E016,P001,target_changed_speech,true,S,video_review,2026-09-05T14:28:00.000,2026-09-05T14:29:00.054,True,True,False,,True,run_008-T016,passive_s_acoustic_domain_change,2026-09-05T14:28:01.213,True,,1,2026-09-05T14:28:01.835,0,True,S,2026-09-05T14:28:02.521,,2026-09-05T14:28:06.485,none,True,positive,user_confirmed_symptom_onset,new,soon,complete,2026-09-05T14:28:07.864,True,2026-09-05T14:28:10.249,False,not_applicable,,True,pitch|jitter|shimmer|formant_f2,,10,,,,,,,14:28 scripted voice change (actor impersonation); detected.,97
exp_v2_improved,run_008,run_008-E017,P001,normal_sitting,false,B,observer_log,2026-09-05T14:29:00.000,2026-09-05T15:29:00.271,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-09-05T15:29:00.271,False,,False,not_applicable,,,,,,,,,,,,14:29–15:28 seated interval.,98
exp_v2_improved,run_008,run_008-E018,P001,bystander_speech,false,S,observer_log,2026-09-05T15:29:00.000,2026-09-05T15:31:00.286,True,True,False,,True,run_008-T018,passive_s_acoustic_domain_change,2026-09-05T15:29:01.253,True,,1,2026-09-05T15:29:02.143,0,True,S,2026-09-05T15:29:02.805,,2026-09-05T15:29:07.752,none,True,negative,user_reported_no_symptom_false_trigger,not_applicable,routine,complete,2026-09-05T15:29:10.766,True,2026-09-05T15:29:12.387,False,not_applicable,,False,,,10,,,,,,,15:29 visitor with similar timbre passed target-speaker gate (cosine 0.81); later self-corrected via guided check.,99
exp_v2_improved,run_008,run_008-E019,P001,normal_sitting,false,B,observer_log,2026-09-05T15:31:00.000,2026-09-05T16:00:00.000,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-09-05T16:00:00.000,False,,False,not_applicable,,,,,,,,,,,,15:30–15:59 seated interval to end of run.,100
