experiment_id,run_id,sample_ts,elapsed_s,pi_online,pc_online,pi_cpu_pct,pi_ram_used_mb,pi_ram_pct,pi_temperature_c,pi_throttled,pi_undervoltage,pi_power_w,passive_b_actual_fps,passive_s_state,queue_depth,network_connected,ping_latency_ms,packet_loss_pct,pc_cpu_pct,pc_ram_used_mb,process_restart_count,data_loss_observed,notes,source_row
exp_v2_improved,run_004,2026-08-29T09:19:00.000,1140,True,True,60.7,1394,34,59.3,False,False,3.7,16,idle,0,True,9,0,12.1,2450,0,False,,156
exp_v2_improved,run_004,2026-08-29T09:20:00.000,1200,True,True,67.7,1397,34.1,61.9,False,False,3.8,15.3,idle,0,True,9,0,18.4,2455,0,False,,157
exp_v2_improved,run_004,2026-08-29T09:21:00.000,1260,True,True,65.4,1392,34,56.9,False,False,3.53,15.6,idle,0,True,7.2,0,39.8,2469,0,False,,158
exp_v2_improved,run_004,2026-08-29T09:22:00.000,1320,True,True,46.9,1392,34,55.8,False,False,3.56,15.6,listening,0,True,53.4,0,17.4,2453,0,False,,159
exp_v2_improved,run_004,2026-08-29T09:23:00.000,1380,True,True,37.9,1398,34.1,59.7,False,False,3.55,15.8,idle,0,True,2.3,0,9.7,2463,0,False,,160
exp_v2_improved,run_004,2026-08-29T09:24:00.000,1440,True,True,45.1,1392,34,57.7,False,False,3.67,15.6,idle,0,True,4.3,0,19.4,2448,0,False,,161
exp_v2_improved,run_004,2026-08-29T09:25:00.000,1500,True,True,39,1392,34,61.3,False,False,3.54,15.5,idle,0,True,10.6,0,16.8,2457,0,False,,162
exp_v2_improved,run_004,2026-08-29T09:26:00.000,1560,True,True,59.7,1401,34.2,60.7,False,False,3.68,15.6,idle,0,True,2.8,0,15.6,2454,0,False,,163
exp_v2_improved,run_004,2026-08-29T09:27:00.000,1620,True,True,61.8,1389,33.9,58.5,False,False,3.49,15.5,idle,0,True,10.5,0,16.1,2459,0,False,,164
exp_v2_improved,run_004,2026-08-29T09:28:00.000,1680,True,True,68.2,1387,33.9,59.4,False,False,3.51,15.8,idle,0,True,3.2,0,35.8,2460,0,False,,165
exp_v2_improved,run_004,2026-08-29T09:29:00.000,1740,True,True,67.9,1383,33.8,57.8,False,False,3.5,15.8,idle,0,True,11.5,0,12.6,2461,0,False,,166
exp_v2_improved,run_004,2026-08-29T09:30:00.000,1800,True,True,68.6,1401,34.2,58.2,False,False,3.72,15.3,listening,0,True,4.6,0,31.9,2460,0,False,,167
exp_v2_improved,run_004,2026-08-29T09:31:00.000,1860,True,True,36.3,1407,34.3,63.1,False,False,3.59,16,idle,0,True,6.4,0,14.9,2460,0,False,,168
exp_v2_improved,run_004,2026-08-29T09:32:00.000,1920,True,True,35.4,1411,34.4,55.4,False,False,3.4,15.7,idle,0,True,8.3,0,17.5,2460,0,False,,169
exp_v2_improved,run_004,2026-08-29T09:33:00.000,1980,True,True,45.1,1389,33.9,60.3,False,False,3.56,15.6,idle,0,True,7.2,0,13.8,2457,0,False,,170
exp_v2_improved,run_004,2026-08-29T09:34:00.000,2040,True,True,38.6,1402,34.2,61.2,False,False,3.52,15.6,idle,0,True,6.3,0,11,2464,0,False,,171
exp_v2_improved,run_004,2026-08-29T09:35:00.000,2100,True,True,42.2,1400,34.2,54.8,False,False,3.47,15.5,listening,0,True,6,0,12.2,2459,0,False,,172
exp_v2_improved,run_004,2026-08-29T09:36:00.000,2160,True,True,29.2,1391,34,61.3,False,False,3.41,15.7,listening,0,True,8.9,0,16.9,2459,0,False,,173
exp_v2_improved,run_004,2026-08-29T09:37:00.000,2220,True,True,38.4,1396,34.1,59.8,False,False,3.45,15.9,idle,1,True,4.2,0,16.3,2459,0,False,,174
exp_v2_improved,run_004,2026-08-29T09:38:00.000,2280,True,True,45.8,1406,34.3,60.3,False,False,3.52,15.8,idle,0,True,2,0,12.4,2460,0,False,,175
exp_v2_improved,run_004,2026-08-29T09:39:00.000,2340,True,True,44.4,1405,34.3,58.8,False,False,3.43,15.7,idle,0,True,6.1,0,16.8,2459,0,False,,176
exp_v2_improved,run_004,2026-08-29T09:40:00.000,2400,True,True,47.4,1391,34,60.9,False,False,3.52,15.7,idle,0,True,4.4,0,19.1,2460,0,False,,177
exp_v2_improved,run_004,2026-08-29T09:41:00.000,2460,True,True,36,1402,34.2,62.6,False,False,3.54,15.3,idle,0,True,10,0,16.4,2464,0,False,,178
exp_v2_improved,run_004,2026-08-29T09:42:00.000,2520,True,True,43.6,1402,34.2,60.2,False,False,3.61,16,listening,0,True,4.9,0,11.6,2464,0,False,,179
exp_v2_improved,run_004,2026-08-29T09:43:00.000,2580,True,True,36.7,1411,34.5,60.1,False,False,3.45,16,listening,0,True,2.9,0,13.6,2459,0,False,,180
exp_v2_improved,run_004,2026-08-29T09:44:00.000,2640,True,True,50.6,1391,34,58.8,False,False,3.56,15.8,idle,0,True,11.1,0,21.4,2459,0,False,,181
exp_v2_improved,run_004,2026-08-29T09:45:00.000,2700,True,True,38.6,1404,34.3,57.3,False,False,3.47,16,idle,0,True,7,0,14.4,2460,0,False,,182
exp_v2_improved,run_004,2026-08-29T09:46:00.000,2760,True,True,39.9,1408,34.4,59.4,False,False,3.64,15.8,listening,0,True,10.4,0,13.5,2466,0,False,,183
exp_v2_improved,run_004,2026-08-29T09:47:00.000,2820,True,True,42.7,1405,34.3,58.8,False,False,3.72,15,idle,0,True,2.2,0,13.4,2461,0,False,,184
exp_v2_improved,run_004,2026-08-29T09:48:00.000,2880,True,True,46.4,1402,34.2,61.2,False,False,3.66,15.3,idle,0,True,7.9,0,20.1,2461,0,False,,185
exp_v2_improved,run_004,2026-08-29T09:49:00.000,2940,True,True,42.6,1409,34.4,56.7,False,False,3.61,15.6,listening,0,True,7.3,0,13.7,2465,0,False,,186
exp_v2_improved,run_004,2026-08-29T09:50:00.000,3000,True,True,47.5,1412,34.5,56.9,False,False,3.64,15.3,idle,0,True,14.4,0,16.6,2467,0,False,,187
exp_v2_improved,run_004,2026-08-29T09:51:00.000,3060,True,True,34.7,1421,34.7,61.9,False,False,3.51,15.6,idle,0,True,6.2,0,12.7,2467,0,False,,188
exp_v2_improved,run_004,2026-08-29T09:52:00.000,3120,True,True,41.5,1407,34.3,59.5,False,False,3.26,15.7,listening,0,True,6.9,0,15.4,2468,0,False,,189
exp_v2_improved,run_004,2026-08-29T09:53:00.000,3180,True,True,37.7,1407,34.3,64.3,False,False,3.56,15.4,idle,0,True,6.5,0,16,2464,0,False,,190
exp_v2_improved,run_004,2026-08-29T09:54:00.000,3240,True,True,60.7,1401,34.2,61.4,False,False,3.6,16,idle,0,True,10.3,0,12.6,2463,0,False,,191
exp_v2_improved,run_004,2026-08-29T09:55:00.000,3300,True,True,44.3,1409,34.4,61.1,False,False,3.54,15.7,listening,0,True,39.7,0,11.2,2466,0,False,,192
exp_v2_improved,run_004,2026-08-29T09:56:00.000,3360,True,True,40.4,1403,34.2,57.8,False,False,3.49,15.4,idle,0,True,7.1,0,14.3,2468,0,False,,193
exp_v2_improved,run_004,2026-08-29T09:57:00.000,3420,True,True,31.5,1405,34.3,59,False,False,3.47,16,idle,0,True,9.5,0,14.7,2459,0,False,,194
exp_v2_improved,run_004,2026-08-29T09:58:00.000,3480,True,True,38.6,1404,34.3,60.3,False,False,3.52,15.8,idle,0,True,4.7,0,16.4,2467,0,False,,195
exp_v2_improved,run_004,2026-08-29T09:59:00.000,3540,True,True,46.7,1417,34.6,63.9,False,False,3.38,15.5,listening,0,True,9,0,14.5,2464,0,False,,196
exp_v2_improved,run_005,2026-08-30T10:30:00.000,0,True,True,32.8,1386,33.8,60,False,False,3.58,16,idle,0,True,11,0,16.9,2445,0,False,,197
exp_v2_improved,run_005,2026-08-30T10:31:00.000,60,True,True,48.7,1372,33.5,59.6,False,False,3.47,15.6,idle,1,True,7.4,0,15.8,2444,0,False,,198
exp_v2_improved,run_005,2026-08-30T10:32:00.000,120,True,True,44,1396,34.1,55.4,False,False,3.5,15.7,idle,0,True,3.6,0,19.8,2447,0,False,,199
exp_v2_improved,run_005,2026-08-30T10:33:00.000,180,True,True,53.6,1383,33.8,56.1,False,False,3.59,15.6,listening,0,True,9.4,0,16.6,2450,0,False,,200
exp_v2_improved,run_005,2026-08-30T10:34:00.000,240,True,True,35.9,1385,33.8,56.6,False,False,3.48,16,listening,0,True,7.3,0,20.9,2450,0,False,,201
exp_v2_improved,run_005,2026-08-30T10:35:00.000,300,True,True,65.9,1378,33.6,56.6,False,False,3.65,15.8,idle,0,True,4.8,0,14.5,2452,0,False,,202
exp_v2_improved,run_005,2026-08-30T10:36:00.000,360,True,True,62.3,1383,33.8,56.1,False,False,3.48,16,idle,0,True,11,0,15.9,2455,0,False,,203
exp_v2_improved,run_005,2026-08-30T10:37:00.000,420,True,True,60.6,1392,34,58.8,False,False,3.54,16,idle,0,True,8.2,0,47.3,2450,0,False,,204
exp_v2_improved,run_005,2026-08-30T10:38:00.000,480,True,True,50.2,1385,33.8,56.1,False,False,3.61,16,listening,0,True,4.5,0,13.6,2451,0,False,,205
exp_v2_improved,run_005,2026-08-30T10:39:00.000,540,True,True,45.8,1381,33.7,57.9,False,False,3.46,15.6,listening,0,True,12.2,0,18.4,2449,0,False,,206
exp_v2_improved,run_005,2026-08-30T10:40:00.000,600,True,True,64.6,1395,34,58.7,False,False,3.69,15.8,idle,0,True,6.2,0,12.4,2449,0,False,,207
exp_v2_improved,run_005,2026-08-30T10:41:00.000,660,True,True,65,1378,33.7,61.1,False,False,3.57,15.2,idle,1,True,5.7,0,34.8,2454,0,False,,208
exp_v2_improved,run_005,2026-08-30T10:42:00.000,720,True,True,45.2,1370,33.4,58.9,False,False,3.55,15.5,idle,0,True,6.3,0,16.8,2460,0,False,,209
exp_v2_improved,run_005,2026-08-30T10:43:00.000,780,True,True,37.4,1392,34,57.6,False,False,3.34,15.3,idle,0,True,9.6,0,18,2462,0,False,,210
exp_v2_improved,run_005,2026-08-30T10:44:00.000,840,True,True,60.7,1383,33.8,56.7,False,False,3.49,15.7,idle,0,True,5,0,24,2459,0,False,,211
exp_v2_improved,run_005,2026-08-30T10:45:00.000,900,True,True,58.5,1385,33.8,58.3,False,False,3.67,16,idle,1,True,7.1,0,16.7,2449,0,False,,212
exp_v2_improved,run_005,2026-08-30T10:46:00.000,960,True,True,67.5,1384,33.8,58,False,False,3.63,16,idle,0,True,6,0,41.9,2462,0,False,,213
exp_v2_improved,run_005,2026-08-30T10:47:00.000,1020,True,True,69.4,1393,34,57.2,False,False,3.57,15.6,listening,0,True,5.8,0,16,2457,0,False,,214
exp_v2_improved,run_005,2026-08-30T10:48:00.000,1080,True,True,67.6,1386,33.8,59.8,False,False,3.69,15.3,idle,0,True,6.5,0,14.2,2453,0,False,,215
exp_v2_improved,run_005,2026-08-30T10:49:00.000,1140,True,True,69.7,1391,34,59.1,False,False,3.53,15.6,idle,0,True,5.5,0,37.8,2451,0,False,,216
exp_v2_improved,run_005,2026-08-30T10:50:00.000,1200,True,True,42.8,1388,33.9,61.6,False,False,3.54,15.8,listening,0,True,9.1,0,12.6,2458,0,False,,217
exp_v2_improved,run_005,2026-08-30T10:51:00.000,1260,True,True,40,1396,34.1,61.7,False,False,3.51,16,idle,0,True,8.6,0,13.8,2455,0,False,,218
exp_v2_improved,run_005,2026-08-30T10:52:00.000,1320,True,True,46.4,1389,33.9,59.9,False,False,3.54,15.8,listening,0,True,2,0,22.9,2455,0,False,,219
exp_v2_improved,run_005,2026-08-30T10:53:00.000,1380,True,True,68.5,1380,33.7,59.3,False,False,3.67,15.6,listening,0,True,6.6,0,21.7,2453,0,False,,220
exp_v2_improved,run_005,2026-08-30T10:54:00.000,1440,True,True,44,1395,34.1,58.9,False,False,3.57,16,idle,0,True,8.7,0,14.7,2455,0,False,,221
exp_v2_improved,run_005,2026-08-30T10:55:00.000,1500,True,True,44.1,1400,34.2,57.3,False,False,3.64,15.8,idle,0,True,7.8,0,18.6,2462,0,False,,222
exp_v2_improved,run_005,2026-08-30T10:56:00.000,1560,True,True,46.5,1379,33.7,57.8,False,False,3.69,15.7,idle,0,True,9.8,0,16.6,2454,0,False,,223
exp_v2_improved,run_005,2026-08-30T10:57:00.000,1620,True,True,47.6,1399,34.2,58.4,False,False,3.72,15.7,idle,0,True,2.8,0,17.8,2454,0,False,,224
exp_v2_improved,run_005,2026-08-30T10:58:00.000,1680,True,True,42.4,1390,33.9,58.9,False,False,3.72,15.8,idle,0,True,9.4,0,14.5,2459,0,False,,225
exp_v2_improved,run_005,2026-08-30T10:59:00.000,1740,True,True,41.5,1396,34.1,64.1,False,False,3.44,15.8,idle,0,True,8.4,0,15.1,2450,0,False,,226
exp_v2_improved,run_005,2026-08-30T11:00:00.000,1800,True,True,50.2,1398,34.1,59.1,False,False,3.62,15.8,idle,0,True,4.1,0,23.3,2466,0,False,,227
exp_v2_improved,run_005,2026-08-30T11:01:00.000,1860,True,True,39.3,1392,34,57.2,False,False,3.44,15.2,listening,0,True,3.6,0,10.6,2464,0,False,,228
exp_v2_improved,run_005,2026-08-30T11:02:00.000,1920,True,True,37,1405,34.3,63,False,False,3.49,15.5,listening,0,True,6.8,0,14.1,2456,0,False,,229
exp_v2_improved,run_005,2026-08-30T11:03:00.000,1980,True,True,40.8,1400,34.2,56.9,False,False,3.52,15.7,idle,0,True,8.6,0,17.3,2462,0,False,,230
exp_v2_improved,run_005,2026-08-30T11:04:00.000,2040,True,True,47.3,1394,34,61.9,False,False,3.51,16,listening,0,True,2,0,16.7,2465,0,False,,231
exp_v2_improved,run_005,2026-08-30T11:05:00.000,2100,True,True,46.1,1404,34.3,57.9,False,False,3.45,16,listening,0,True,5.1,0,8.4,2460,0,False,,232
exp_v2_improved,run_005,2026-08-30T11:06:00.000,2160,True,True,38.2,1388,33.9,61.1,False,False,3.68,15.3,listening,0,True,6,0,24.2,2461,0,False,,233
exp_v2_improved,run_005,2026-08-30T11:07:00.000,2220,True,True,39.7,1393,34,61.4,False,False,3.39,15.3,idle,0,True,7.6,0,12.7,2459,0,False,,234
exp_v2_improved,run_005,2026-08-30T11:08:00.000,2280,True,True,41.8,1410,34.4,61.6,False,False,3.58,16,listening,0,True,7.2,0,17.7,2469,0,False,,235
exp_v2_improved,run_005,2026-08-30T11:09:00.000,2340,True,True,40,1402,34.2,58.4,False,False,3.46,15.1,idle,0,True,2,0,17.9,2467,0,False,,236
exp_v2_improved,run_005,2026-08-30T11:10:00.000,2400,True,True,27.1,1402,34.2,59.9,False,False,3.34,15.8,idle,0,True,8.5,0,17.4,2455,0,False,,237
exp_v2_improved,run_005,2026-08-30T11:11:00.000,2460,True,True,36.3,1395,34.1,57.7,False,False,3.57,15.4,listening,0,True,7.7,0,14.7,2453,0,False,,238
exp_v2_improved,run_005,2026-08-30T11:12:00.000,2520,True,True,36.1,1407,34.3,60.3,False,False,3.47,15.7,idle,0,True,7,0,16.9,2458,0,False,,239
exp_v2_improved,run_005,2026-08-30T11:13:00.000,2580,True,True,39.8,1394,34,58,False,False,3.61,15.7,idle,0,True,10,0,13.7,2455,0,False,,240
exp_v2_improved,run_005,2026-08-30T11:14:00.000,2640,True,True,34.3,1400,34.2,58.3,False,False,3.43,16,idle,1,True,6.2,0,12.1,2462,0,False,,241
exp_v2_improved,run_006,2026-09-01T14:00:00.000,0,True,True,40.7,1383,33.8,57.9,False,False,3.63,15.5,idle,0,True,8,0,12.9,2443,0,False,,242
exp_v2_improved,run_006,2026-09-01T14:01:00.000,60,True,True,45.7,1376,33.6,55.7,False,False,3.65,15.8,idle,0,True,4.1,0,15.2,2455,0,False,,243
exp_v2_improved,run_006,2026-09-01T14:02:00.000,120,True,True,42,1376,33.6,58.8,False,False,3.59,15.9,idle,0,True,11.5,0,16.1,2454,0,False,,244
exp_v2_improved,run_006,2026-09-01T14:03:00.000,180,True,True,43.2,1393,34,56.2,False,False,3.65,16,listening,0,True,6,0,13.9,2454,0,False,,245
exp_v2_improved,run_006,2026-09-01T14:04:00.000,240,True,True,50.3,1375,33.6,58,False,False,3.61,15.4,listening,0,True,10,0,19.2,2452,0,False,,246
exp_v2_improved,run_006,2026-09-01T14:05:00.000,300,True,True,47.5,1375,33.6,59.8,False,False,3.62,15.6,listening,0,True,4.4,0,15.8,2455,0,False,,247
exp_v2_improved,run_006,2026-09-01T14:06:00.000,360,True,True,46.4,1382,33.7,56.6,False,False,3.58,15.5,idle,0,True,8.9,0,14.8,2445,0,False,,248
exp_v2_improved,run_006,2026-09-01T14:07:00.000,420,True,True,32.7,1380,33.7,59.2,False,False,3.31,15.6,idle,0,True,7.8,0,13.3,2453,0,False,,249
exp_v2_improved,run_006,2026-09-01T14:08:00.000,480,True,True,59.2,1383,33.8,59,False,False,3.66,16,listening,0,True,9.8,0,14,2456,0,False,,250
exp_v2_improved,run_006,2026-09-01T14:09:00.000,540,True,True,65.3,1392,34,56.1,False,False,3.56,15.7,idle,0,True,9.6,0,13,2450,0,False,,251
exp_v2_improved,run_006,2026-09-01T14:10:00.000,600,True,True,65.7,1382,33.7,60.1,False,False,3.58,15.8,listening,0,True,6.3,0,46,2451,0,False,,252
exp_v2_improved,run_006,2026-09-01T14:11:00.000,660,True,True,44.3,1372,33.5,56.5,False,False,3.51,15.8,listening,0,True,8.6,0,14.7,2455,0,False,,253
exp_v2_improved,run_006,2026-09-01T14:12:00.000,720,True,True,47.2,1384,33.8,58.8,False,False,3.42,15.6,idle,0,True,6.1,0,14.3,2455,0,False,,254
exp_v2_improved,run_006,2026-09-01T14:13:00.000,780,True,True,58.4,1386,33.8,56,False,False,3.77,16,idle,0,True,2,0,12.7,2452,0,False,,255
exp_v2_improved,run_006,2026-09-01T14:14:00.000,840,True,True,63.2,1375,33.6,57.1,False,False,3.52,15.7,listening,0,True,8.3,0,32.5,2454,0,False,,256
exp_v2_improved,run_006,2026-09-01T14:15:00.000,900,True,True,40.6,1395,34.1,55.6,False,False,3.51,15.8,idle,0,True,3.1,0,13.6,2456,0,False,,257
exp_v2_improved,run_006,2026-09-01T14:16:00.000,960,True,True,40.4,1380,33.7,58.8,False,False,3.54,15.8,idle,0,True,3.1,0,15.7,2458,0,False,,258
exp_v2_improved,run_006,2026-09-01T14:17:00.000,1020,True,True,44.5,1390,33.9,56.8,False,False,3.55,15.6,idle,1,True,8.6,0,18.7,2458,0,False,,259
exp_v2_improved,run_006,2026-09-01T14:18:00.000,1080,True,True,60.6,1390,33.9,55.9,False,False,3.69,15.7,listening,0,True,6.3,0,12.6,2459,0,False,,260
exp_v2_improved,run_006,2026-09-01T14:19:00.000,1140,True,True,61,1402,34.2,58.5,False,False,3.62,15.2,listening,0,True,12.4,0,20.3,2459,0,False,,261
exp_v2_improved,run_006,2026-09-01T14:20:00.000,1200,True,True,69.5,1396,34.1,59.8,False,False,3.62,15.6,idle,0,True,6.5,0,11.3,2447,0,False,,262
exp_v2_improved,run_006,2026-09-01T14:21:00.000,1260,True,True,58.2,1397,34.1,59.5,False,False,3.46,16,idle,0,True,6.2,0,42.3,2461,0,False,,263
exp_v2_improved,run_006,2026-09-01T14:22:00.000,1320,True,True,35,1405,34.3,60.4,False,False,3.51,15.9,listening,0,True,9.2,0,20.4,2453,0,False,,264
exp_v2_improved,run_006,2026-09-01T14:23:00.000,1380,True,True,46.8,1393,34,58.9,False,False,3.56,15.4,idle,0,True,6.1,0,19.2,2453,0,False,,265
exp_v2_improved,run_006,2026-09-01T14:24:00.000,1440,True,True,43.9,1390,33.9,55.8,False,False,3.58,15.7,idle,0,True,3.5,0,13.8,2455,0,False,,266
exp_v2_improved,run_006,2026-09-01T14:25:00.000,1500,True,True,54,1399,34.2,60,False,False,3.71,15.6,listening,0,True,10,0,18,2457,0,False,,267
exp_v2_improved,run_006,2026-09-01T14:26:00.000,1560,True,True,44.3,1394,34,61.6,False,False,3.55,15.5,listening,0,True,4.2,0,20.5,2455,0,False,,268
exp_v2_improved,run_006,2026-09-01T14:27:00.000,1620,True,True,50.5,1389,33.9,58,False,False,3.48,15.9,listening,0,True,2.2,0,16.7,2457,0,False,,269
exp_v2_improved,run_006,2026-09-01T14:28:00.000,1680,True,True,43.3,1402,34.2,59.3,False,False,3.61,15.2,idle,0,True,3.9,0,11.4,2456,0,False,,270
exp_v2_improved,run_006,2026-09-01T14:29:00.000,1740,True,True,40.4,1389,33.9,59.8,False,False,3.38,15.4,idle,0,True,6.1,0,18,2456,0,False,,271
exp_v2_improved,run_007,2026-09-04T15:30:00.000,0,True,True,35.7,1372,33.5,58.1,False,False,3.6,15.7,idle,0,True,26.2,0,17.9,2451,0,False,,272
exp_v2_improved,run_007,2026-09-04T15:31:00.000,60,True,True,69.8,1381,33.7,58.4,False,False,3.73,15.9,idle,0,True,2,0,14,2451,0,False,,273
exp_v2_improved,run_007,2026-09-04T15:32:00.000,120,True,True,61,1394,34,58,False,False,3.69,15.7,listening,0,True,8.2,0,14.1,2444,0,False,,274
exp_v2_improved,run_007,2026-09-04T15:33:00.000,180,True,True,58.4,1387,33.9,58.8,False,False,3.5,15.4,idle,0,True,12.3,0,46.7,2443,0,False,,275
exp_v2_improved,run_007,2026-09-04T15:34:00.000,240,True,False,58.6,1376,33.6,56.6,False,False,3.58,15.7,idle,0,False,,100,0,0,0,False,,276
exp_v2_improved,run_007,2026-09-04T15:35:00.000,300,True,False,35.5,1373,33.5,59.5,False,False,3.31,15.8,idle,1,False,,100,0,0,0,False,,277
exp_v2_improved,run_007,2026-09-04T15:36:00.000,360,True,False,39.3,1374,33.5,58.8,False,False,3.59,16,listening,1,False,,100,0,0,0,False,,278
exp_v2_improved,run_007,2026-09-04T15:37:00.000,420,True,False,45.2,1389,33.9,59.5,False,False,3.44,16,idle,2,False,,100,0,0,0,False,,279
exp_v2_improved,run_007,2026-09-04T15:38:00.000,480,True,False,44.3,1377,33.6,59.5,False,False,3.49,15.7,idle,2,False,,100,0,0,0,False,,280
exp_v2_improved,run_007,2026-09-04T15:39:00.000,540,True,False,40.1,1384,33.8,60,False,False,3.41,15.7,idle,2,False,,100,0,0,0,False,,281
exp_v2_improved,run_007,2026-09-04T15:40:00.000,600,True,False,35.3,1383,33.8,57.5,False,False,3.34,15.5,listening,3,False,,100,0,0,0,False,,282
exp_v2_improved,run_007,2026-09-04T15:41:00.000,660,True,False,38.2,1388,33.9,58.2,False,False,3.57,15.6,listening,3,False,,100,0,0,0,False,,283
exp_v2_improved,run_007,2026-09-04T15:42:00.000,720,True,False,47.9,1386,33.8,60.2,False,False,3.47,15.9,idle,2,False,,100,0,0,0,False,,284
exp_v2_improved,run_007,2026-09-04T15:43:00.000,780,True,False,44.8,1377,33.6,58.7,False,False,3.47,15.9,idle,2,False,,100,0,0,0,False,,285
exp_v2_improved,run_007,2026-09-04T15:44:00.000,840,True,True,41.8,1393,34,62.9,False,False,3.49,15.6,listening,0,True,9.5,0,19.7,2450,0,False,,286
exp_v2_improved,run_007,2026-09-04T15:45:00.000,900,True,True,36.3,1392,34,57.7,False,False,3.61,15.5,idle,0,True,3.8,0,22.2,2450,0,False,,287
exp_v2_improved,run_007,2026-09-04T15:46:00.000,960,False,True,0,1394,34,52.3,False,False,1.2,0,idle,0,True,6,0,19,2456,1,False,Pi service restarted; queue recovered from WAL.,288
exp_v2_improved,run_007,2026-09-04T15:47:00.000,1020,True,True,61.6,1386,33.8,58.6,False,False,3.42,15.8,listening,1,True,8.6,0,12.2,2452,1,False,,289
exp_v2_improved,run_007,2026-09-04T15:48:00.000,1080,True,True,58.3,1387,33.9,61.5,False,False,3.67,15.3,listening,0,True,7.8,0,47.4,2460,1,False,,290
exp_v2_improved,run_007,2026-09-04T15:49:00.000,1140,True,True,52.9,1383,33.8,58.2,False,False,3.51,16,idle,0,True,6.1,0,10.6,2459,1,False,,291
exp_v2_improved,run_007,2026-09-04T15:50:00.000,1200,True,True,34.7,1383,33.8,55.4,False,False,3.62,15.5,listening,0,True,3.4,0,17.9,2454,1,False,,292
exp_v2_improved,run_007,2026-09-04T15:51:00.000,1260,True,True,28,1387,33.9,56.5,False,False,3.55,15.2,idle,0,True,9.3,0,20.7,2454,1,False,,293
exp_v2_improved,run_007,2026-09-04T15:52:00.000,1320,True,True,46.6,1388,33.9,60.7,False,False,3.6,15.9,idle,0,True,40.9,0,21.7,2452,1,False,,294
exp_v2_improved,run_007,2026-09-04T15:53:00.000,1380,True,True,45.7,1395,34.1,58.7,False,False,3.47,15.6,listening,0,True,2.9,0,14.4,2456,1,False,,295
exp_v2_improved,run_007,2026-09-04T15:54:00.000,1440,True,True,40.6,1392,34,57.1,False,False,3.68,16,listening,0,True,11.1,0,15.5,2460,1,False,,296
exp_v2_improved,run_007,2026-09-04T15:55:00.000,1500,True,True,67.2,1384,33.8,61.1,False,False,3.64,15.5,listening,0,True,4.8,0,15.7,2458,1,False,,297
exp_v2_improved,run_007,2026-09-04T15:56:00.000,1560,True,True,45,1390,33.9,59.6,False,False,3.46,15.6,listening,0,True,8.4,0,17.4,2459,1,False,,298
exp_v2_improved,run_007,2026-09-04T15:57:00.000,1620,True,True,45,1394,34,57.6,False,False,3.39,16,idle,1,True,6,0,21.2,2454,1,False,,299
exp_v2_improved,run_007,2026-09-04T15:58:00.000,1680,True,True,42.5,1383,33.8,58.2,False,False,3.52,15.6,listening,0,True,8.1,0,14.5,2458,1,False,,300
exp_v2_improved,run_007,2026-09-04T15:59:00.000,1740,True,True,40.9,1387,33.9,58.7,False,False,3.4,15.4,idle,0,True,5.1,0,9.6,2459,1,False,,301
exp_v2_improved,run_008,2026-09-05T08:00:00.000,0,True,True,44.7,1378,33.6,58.9,False,False,3.57,15.7,idle,0,True,5,0,17.2,2456,0,False,,302
exp_v2_improved,run_008,2026-09-05T08:01:00.000,60,True,True,40.6,1377,33.6,58,False,False,3.62,15.6,idle,0,True,9.6,0,19.5,2448,0,False,,303
exp_v2_improved,run_008,2026-09-05T08:02:00.000,120,True,True,40.7,1382,33.7,59.8,False,False,3.6,15.3,idle,0,True,8.3,0,15.4,2451,0,False,,304
exp_v2_improved,run_008,2026-09-05T08:03:00.000,180,True,True,38,1379,33.7,58.9,False,False,3.45,15.6,idle,0,True,9.5,0,16.6,2448,0,False,,305
exp_v2_improved,run_008,2026-09-05T08:04:00.000,240,True,True,46.9,1375,33.6,62,False,False,3.64,15.6,listening,0,True,10.5,0,9.7,2451,0,False,,306
exp_v2_improved,run_008,2026-09-05T08:05:00.000,300,True,True,44.4,1381,33.7,55.2,False,False,3.54,15.7,idle,0,True,5.6,0,10.7,2457,0,False,,307
exp_v2_improved,run_008,2026-09-05T08:06:00.000,360,True,True,45.2,1387,33.9,61,False,False,3.36,16,idle,1,True,10.1,0,16.9,2455,0,False,,308
exp_v2_improved,run_008,2026-09-05T08:07:00.000,420,True,True,33.6,1382,33.7,58.8,False,False,3.53,15.6,idle,0,True,6.5,0,14.1,2451,0,False,,309
exp_v2_improved,run_008,2026-09-05T08:08:00.000,480,True,True,38,1396,34.1,59.4,False,False,3.5,15.6,idle,0,True,7.9,0,12.9,2454,0,False,,310
exp_v2_improved,run_008,2026-09-05T08:09:00.000,540,True,True,40.4,1388,33.9,59.3,False,False,3.46,15.6,idle,0,True,6.5,0,16.4,2449,0,False,,311
exp_v2_improved,run_008,2026-09-05T08:10:00.000,600,True,True,44.6,1384,33.8,59,False,False,3.62,15.5,listening,0,True,12.2,0,17.6,2451,0,False,,312
exp_v2_improved,run_008,2026-09-05T08:11:00.000,660,True,True,38.2,1392,34,56.8,False,False,3.58,15.9,idle,0,True,8.1,0,14.7,2454,0,False,,313
exp_v2_improved,run_008,2026-09-05T08:12:00.000,720,True,True,44,1395,34.1,61.5,False,False,3.5,15.9,idle,0,True,11,0,15.3,2456,0,False,,314
